fsu_serial_no,sector,secon_stage_stratum,household_id,insurance_premium,usual_monthly_consumer_exp
80428,1,2,6,0,31492
80428,1,3,7,0,26717
80428,1,3,8,0,15325
80427,1,1,1,0,11500
80427,1,1,2,0,17467
80427,1,2,3,0,22000
80427,1,2,4,0,4600
80427,1,2,5,0,7990
80427,1,3,6,0,12767
80427,1,3,7,0,10233
80427,1,3,8,0,36833
80426,1,1,1,0,15533
80426,1,1,2,354,11750
80426,1,2,3,0,12600
80426,1,2,4,0,3717
80426,1,2,5,0,19250
80426,1,2,6,0,15700
80426,1,3,7,0,7083
80426,1,3,8,0,4050
80422,1,1,1,0,20333
80422,1,1,2,0,19200
80422,1,2,3,0,15933
80422,1,2,4,0,27267
80422,1,2,5,0,13792
80422,1,2,6,0,9075
80422,1,3,7,0,17000
80422,1,3,8,0,14750
80421,1,1,1,0,26492
80421,1,1,2,0,38467
80421,1,2,3,0,9258
80421,1,2,4,0,22083
80421,1,2,5,0,20150
80421,1,2,6,0,16883
80421,1,3,7,0,15567
80421,1,3,8,0,27142
80423,1,1,1,0,22533
80423,1,1,2,0,22125
80423,1,2,3,0,4567
80423,1,2,4,0,18167
80423,1,2,5,0,14208
80423,1,2,6,0,13167
80423,1,3,7,0,18508
80423,1,3,8,0,19250
80420,1,1,1,0,20533
80420,1,1,2,0,14992
80420,1,2,3,0,16700
80420,1,2,4,0,13492
80420,1,2,5,0,16433
80420,1,2,6,0,16383
80420,1,3,7,0,13558
80420,1,3,8,0,7542
80429,1,1,1,0,22208
80429,1,1,2,0,19125
80429,1,2,3,0,18508
80429,1,2,4,0,7117
80429,1,2,5,0,17975
80429,1,2,6,0,9942
80429,1,3,7,0,22367
80429,1,3,8,0,14783
80424,1,1,1,0,25783
80424,1,1,2,0,28667
80424,1,2,3,0,17917
80424,1,2,4,0,20250
80424,1,2,5,0,25750
80424,1,2,6,0,25883
80424,1,3,7,0,23667
80424,1,3,8,0,31742
80415,1,1,1,0,18250
80415,1,1,2,0,22000
80415,1,2,3,0,14067
80415,1,2,4,0,19692
80415,1,2,5,0,9567
80415,1,2,6,0,7450
80415,1,3,7,0,16525
80415,1,3,8,0,7833
80418,1,1,1,15000,20167
80418,1,1,2,0,11967
80418,1,2,3,0,9083
80418,1,2,4,0,5033
80418,1,2,5,0,5617
80418,1,2,6,0,3900
80418,1,3,7,0,18833
80418,1,3,8,0,17483
80417,1,1,1,0,19567
80417,1,1,2,0,16917
80417,1,2,3,0,30333
80417,1,2,4,0,10500
80417,1,2,5,0,19233
80417,1,2,6,0,15333
80417,1,3,7,0,11950
80417,1,3,8,0,2808
80416,1,1,1,0,22550
80416,1,1,2,0,17933
80416,1,2,3,0,21883
80416,1,2,4,0,16900
80416,1,2,5,0,19950
80416,1,2,6,0,11142
80416,1,3,7,0,22583
80416,1,3,8,0,15542
80412,1,1,1,0,29667
80412,1,1,2,0,21550
80412,1,2,3,0,30625
80412,1,2,4,0,15808
80412,1,2,5,0,16250
80412,1,2,6,0,35375
80412,1,3,7,0,22142
80412,1,3,8,0,13167
80411,1,1,1,0,17542
80411,1,1,2,0,20192
80411,1,2,3,0,24133
80411,1,2,4,0,13117
80411,1,2,5,0,13292
80411,1,2,6,0,19550
80411,1,3,7,0,12642
80411,1,3,8,0,12542
80413,1,1,1,0,65750
80413,1,1,2,0,21792
80413,1,2,3,0,29917
80413,1,2,4,0,19518
80413,1,2,5,0,8908
80413,1,2,6,0,10775
80413,1,3,7,0,15600
80413,1,3,8,0,15142
80410,1,1,1,0,32500
80410,1,1,2,0,15000
80410,1,2,3,0,40917
80410,1,2,4,0,11633
80410,1,2,5,0,22783
80410,1,2,6,0,21642
80410,1,3,7,0,16413
80410,1,3,8,0,5383
80419,1,1,1,0,33667
80419,1,1,2,0,24917
80419,1,2,3,7500,12058
80419,1,2,4,0,11167
80419,1,2,5,0,11567
80419,1,2,6,0,12417
80419,1,3,7,0,16750
80419,1,3,8,0,12300
80414,1,1,1,0,13550
80414,1,1,2,0,28750
80414,1,2,3,0,5508
80414,1,2,4,0,8033
80414,1,2,5,0,7250
80414,1,2,6,0,4500
80414,1,3,7,0,4600
80414,1,3,8,0,9333
80435,1,1,1,0,22417
80435,1,1,2,0,14075
80435,1,2,3,0,19450
80435,1,2,4,0,14550
80435,1,2,5,0,17617
80435,1,2,6,0,14992
80435,1,3,7,0,11042
80435,1,3,8,0,5783
80438,1,1,1,0,39300
80438,1,1,2,0,25142
80438,1,2,3,0,30350
80438,1,2,4,0,14733
80438,1,2,5,0,13683
80438,1,2,6,0,14225
80438,1,3,7,0,13867
80438,1,3,8,0,5725
80437,1,1,1,0,42167
80437,1,1,2,0,18208
80437,1,2,3,0,35208
80437,1,2,4,0,22475
80437,1,2,5,0,11208
80437,1,2,6,0,48917
80437,1,3,7,0,25000
80437,1,3,8,0,18292
80436,1,1,1,0,26267
80436,1,1,2,0,35617
80436,1,2,3,0,20850
80436,1,2,4,0,24667
80436,1,2,5,0,11675
80436,1,2,6,0,14883
80436,1,3,7,0,44425
80436,1,3,8,0,14500
80432,1,1,1,0,14975
80432,1,1,2,0,19550
80432,1,2,3,0,15725
80432,1,2,4,0,16417
80432,1,2,5,0,22442
80432,1,2,6,0,7400
80432,1,3,7,0,16033
80432,1,3,8,0,26458
80431,1,1,1,0,3067
80431,1,1,2,0,30358
80431,1,2,3,0,33142
80431,1,2,4,0,20625
80431,1,2,5,0,20404
80431,1,2,6,0,18483
80431,1,3,7,0,28633
80431,1,3,8,0,21700
80433,1,1,1,0,11375
80433,1,1,2,0,25000
80433,1,2,3,0,11933
80433,1,2,4,0,13925
80433,1,2,5,0,11933
80433,1,2,6,0,10442
80433,1,3,7,0,9533
80433,1,3,8,0,13425
80430,1,1,1,0,21283
80430,1,1,2,0,11500
80430,1,2,3,0,6908
80430,1,2,4,0,4208
80430,1,2,5,0,6383
80430,1,2,6,0,11583
80430,1,3,7,0,13533
80430,1,3,8,0,4433
80439,1,1,1,0,17333
80439,1,1,2,0,17217
80439,1,2,3,0,13750
80439,1,2,4,0,12300
80439,1,2,5,0,37750
80439,1,2,6,0,16100
80439,1,3,7,0,21667
80439,1,3,8,0,28667
80434,1,1,1,0,20083
80434,1,1,2,0,12458
80434,1,2,3,0,7425
80434,1,2,4,0,34400
80434,1,2,5,0,3983
80434,1,2,6,0,18758
80434,1,3,7,0,4425
80434,1,3,8,0,17000
80405,1,1,1,0,21575
80405,1,1,2,0,17458
80405,1,2,3,0,22167
80405,1,2,4,0,15667
80405,1,2,5,0,7375
80405,1,2,6,0,44933
80405,1,3,7,0,28867
80405,1,3,8,0,15750
80408,1,1,1,0,12750
80408,1,1,2,0,14583
80408,1,2,3,0,15500
80408,1,2,4,0,15500
80408,1,2,5,0,4617
80408,1,2,6,0,5200
80408,1,3,7,0,10167
80408,1,3,8,0,7867
80407,1,1,1,0,21850
80407,1,1,2,0,22017
80407,1,2,3,0,31667
80407,1,2,4,0,33250
80407,1,2,5,0,25850
80407,1,2,6,0,11250
80407,1,3,7,0,23833
80407,1,3,8,0,14125
80406,1,1,1,0,15850
80406,1,1,2,0,12667
80406,1,2,3,0,22183
80406,1,2,4,0,12867
80406,1,2,5,0,17433
80406,1,2,6,0,19417
80406,1,3,7,0,27633
80406,1,3,8,0,17683
80402,1,1,1,0,11758
80402,1,1,2,0,16250
80402,1,2,3,0,7217
80402,1,2,4,0,18875
80402,1,2,5,15000,27233
80402,1,2,6,0,14250
80402,1,3,7,0,20567
80402,1,3,8,0,15633
80401,1,1,1,0,21733
80401,1,1,2,0,27183
80401,1,2,3,0,12350
80401,1,2,4,0,7975
80401,1,2,5,25000,21483
80401,1,2,6,0,15750
80401,1,3,7,0,15567
80401,1,3,8,0,6200
80403,1,1,1,0,10833
80403,1,1,2,0,7333
80403,1,2,3,0,7500
80403,1,2,4,0,9000
80403,1,2,5,0,11000
80403,1,2,6,0,8083
80403,1,3,7,0,30917
80403,1,3,8,0,7708
80400,1,1,1,0,14942
80400,1,1,2,0,14250
80400,1,2,3,0,9275
80400,1,2,4,0,8858
80400,1,2,5,0,5000
80400,1,2,6,0,11083
80400,1,3,7,0,5042
80400,1,3,8,0,8125
80409,1,1,1,0,14333
80409,1,1,2,0,7325
80409,1,2,3,0,14867
80409,1,2,4,0,12542
80409,1,2,5,0,12742
80409,1,2,6,0,10633
80409,1,3,7,0,15083
80409,1,3,8,0,4992
80404,1,1,1,0,19850
80404,1,1,2,0,17250
80404,1,2,3,0,25167
80404,1,2,4,0,18958
80404,1,2,5,0,22217
80404,1,2,6,0,21417
80404,1,3,7,0,21083
80404,1,3,8,0,9333
80495,1,1,1,0,18167
80495,1,1,2,0,20050
80495,1,2,3,0,24050
80495,1,2,4,0,16858
80495,1,2,5,0,19983
80495,1,2,6,0,31633
80495,1,3,7,0,7808
80495,1,3,8,0,10558
80498,1,1,1,0,12833
80498,1,1,2,0,11150
80498,1,2,3,0,16167
80498,1,2,4,0,19250
80498,1,2,5,0,10117
80498,1,2,6,0,13233
80498,1,3,7,0,12533
80498,1,3,8,0,14333
80497,1,1,1,0,34583
80497,1,1,2,0,32633
80497,1,2,3,0,21700
80497,1,2,4,0,22483
80497,1,2,5,0,32100
80497,1,2,6,0,25508
80497,1,3,7,0,35492
80497,1,3,8,0,15146
80496,1,1,1,0,18183
80496,1,1,2,0,30783
80496,1,2,3,0,23513
80496,1,2,4,0,22308
80496,1,2,5,0,19000
80496,1,2,6,0,18658
80496,1,3,7,0,22508
80496,1,3,8,0,18658
80492,1,1,1,0,19392
80492,1,1,2,0,18708
80492,1,2,3,0,20458
80492,1,2,4,0,19725
80492,1,2,5,0,18125
80492,1,2,6,0,18000
80492,1,3,7,0,12717
80492,1,3,8,0,20958
80491,1,1,1,0,20458
80491,1,1,2,0,16075
80491,1,2,3,0,14425
80491,1,2,4,0,14083
80491,1,2,5,0,19658
80491,1,2,6,0,12758
80491,1,3,7,0,17083
80491,1,3,8,0,13267
80493,1,1,1,0,10500
80493,1,1,2,0,7833
80493,1,2,3,0,8892
80493,1,2,4,0,21250
80493,1,2,5,0,11030
80493,1,2,6,0,7875
80493,1,3,7,0,10283
80493,1,3,8,0,11158
80490,1,1,1,0,21250
80490,1,1,2,0,15675
80490,1,2,3,0,23100
80490,1,2,4,0,8708
80490,1,2,5,0,3433
80490,1,2,6,0,5950
80490,1,3,7,144,16042
80490,1,3,8,0,10404
80499,1,1,1,0,9283
80499,1,1,2,0,17742
80499,1,2,3,0,9367
80499,1,2,4,0,22983
80499,1,2,5,0,20208
80499,1,2,6,0,6333
80499,1,3,7,0,22775
80499,1,3,8,0,14658
80494,1,1,1,0,17750
80494,1,1,2,0,11400
80494,1,2,3,0,12700
80494,1,2,4,0,8483
80494,1,2,5,0,9575
80494,1,2,6,0,12667
80494,1,3,7,0,4208
80494,1,3,8,0,7250
80445,1,1,1,0,37083
80445,1,1,2,0,22583
80445,1,2,3,0,26242
80445,1,2,4,0,36208
80445,1,2,5,0,12867
80445,1,2,6,0,13875
80445,1,3,7,0,20542
80445,1,3,8,0,15300
80448,1,1,1,0,11865
80448,1,1,2,0,12800
80448,1,2,3,0,13598
80448,1,2,4,0,5941
80448,1,2,5,0,8492
80448,1,2,6,0,24670
80448,1,3,7,0,8070
80448,1,3,8,0,7042
80447,1,1,1,0,12016
80447,1,1,2,0,14367
80447,1,2,3,0,16380
80447,1,2,4,0,14084
80447,1,2,5,0,9003
80447,1,2,6,0,13358
80447,1,3,7,0,7188
80447,1,3,8,0,11562
80446,1,1,1,0,19150
80446,1,1,2,0,17800
80446,1,2,3,0,12250
80446,1,2,4,0,17208
80446,1,2,5,0,5917
80446,1,2,6,0,19350
80446,1,3,7,0,18900
80446,1,3,8,0,16667
80442,1,1,1,0,6583
80442,1,1,2,0,9667
80442,1,2,3,0,1333
80442,1,2,4,0,2583
80442,1,2,5,0,2900
80442,1,2,6,0,2367
80442,1,3,7,0,15750
80442,1,3,8,0,9242
80441,1,1,1,0,14750
80441,1,1,2,0,30242
80441,1,2,3,0,19667
80441,1,2,4,0,9522
80441,1,2,5,0,17433
80441,1,2,6,0,12817
80441,1,3,7,0,14733
80441,1,3,8,0,11808
80443,1,1,1,0,9092
80443,1,1,2,0,16783
80443,1,2,3,0,23917
80443,1,2,4,0,22433
80443,1,2,5,0,10125
80443,1,2,6,0,51500
80443,1,3,7,0,15073
80443,1,3,8,0,7617
80440,1,1,1,0,19300
80440,1,1,2,0,28567
80440,1,2,3,0,12033
80440,1,2,4,0,3242
80440,1,2,5,0,13558
80440,1,2,6,0,28750
80440,1,3,7,0,8875
80440,1,3,8,0,17158
80449,1,1,1,0,17735
80449,1,1,2,0,14333
80449,1,2,3,0,9200
80449,1,2,4,0,13558
80449,1,2,5,0,17903
80449,1,2,6,0,9920
80449,1,3,7,0,12775
80449,1,3,8,0,13593
80444,1,1,1,0,17033
80444,1,1,2,38000,12850
80444,1,2,3,0,9933
80444,1,2,4,0,6983
80444,1,2,5,0,8058
80444,1,2,6,0,4208
80444,1,3,7,0,8033
80444,1,3,8,0,8942
89555,1,1,1,9500,19317
89555,1,1,2,0,13167
89555,1,2,3,0,15342
89555,1,2,4,0,8840
89555,1,2,5,0,11193
89555,1,2,6,0,6963
89555,1,3,7,0,12318
89555,1,3,8,0,13572
89558,1,1,1,0,18695
89558,1,1,2,0,12390
89558,1,2,3,0,14808
89558,1,2,4,0,10200
89558,1,2,5,0,10417
89558,1,2,6,0,13017
89558,1,3,7,0,7417
89558,1,3,8,0,15783
89557,1,1,1,0,19917
89557,1,1,2,0,13517
89557,1,2,3,0,17767
89557,1,2,4,0,11417
89557,1,2,5,0,9500
89557,1,2,6,0,21750
89557,1,3,7,0,8575
89557,1,3,8,0,19583
89556,1,1,1,0,9083
89556,1,1,2,30000,11042
89556,1,2,3,0,12542
89556,1,2,4,0,11025
89556,1,2,5,0,6167
89556,1,2,6,0,8792
89556,1,3,7,0,5750
89556,1,3,8,0,9167
89552,1,1,1,0,18250
89552,1,1,2,0,9667
89552,1,2,3,0,10700
89552,1,2,4,0,14083
89552,1,2,5,0,7875
89552,1,2,6,0,16833
89552,1,3,7,0,4500
89552,1,3,8,0,1067
89551,1,1,1,0,17617
89551,1,1,2,0,11950
89551,1,2,3,0,21133
89551,1,2,4,0,24008
89551,1,2,5,0,25283
89551,1,2,6,0,5208
89551,1,3,7,0,18250
89551,1,3,8,0,18825
89553,1,1,1,0,12467
89553,1,1,2,0,9625
89553,1,2,3,0,19125
89553,1,2,4,0,19450
89553,1,2,5,0,17500
89553,1,2,6,0,5750
89553,1,3,7,0,17500
89553,1,3,8,0,15508
89550,1,1,1,5500,26133
89550,1,1,2,0,20625
89550,1,2,3,0,14992
89550,1,2,4,0,19742
89550,1,2,5,0,9167
89550,1,2,6,0,17617
89550,1,3,7,0,13625
89550,1,3,8,0,18742
89559,1,1,1,21400,20167
89559,1,1,2,0,11160
89559,1,2,3,0,10588
89559,1,2,4,0,14035
89559,1,2,5,0,8683
89559,1,2,6,0,15968
89559,1,3,7,0,8017
89559,1,3,8,0,21583
89554,1,1,1,0,18867
89554,1,2,2,0,18200
89554,1,2,3,0,14892
89554,1,2,4,0,9667
89554,1,2,5,0,20200
89554,1,2,6,0,7267
89554,1,3,7,0,9917
89554,1,3,8,0,9792
89585,1,1,1,0,14858
89585,1,1,2,0,10642
89585,1,2,3,0,8850
89585,1,2,4,0,9150
89585,1,2,5,0,14842
89585,1,2,6,0,10850
89585,1,3,7,0,7842
89585,1,3,8,0,10425
89588,1,1,1,0,14158
89588,1,1,2,0,11142
89588,1,2,3,0,11408
89588,1,2,4,0,14808
89588,1,2,5,0,14825
89588,1,2,6,0,12358
89588,1,3,7,0,8825
89588,1,3,8,0,8933
89587,1,1,1,0,9267
89587,1,1,2,0,12033
89587,1,2,3,0,15033
89587,1,2,4,0,8783
89587,1,2,5,0,6967
89587,1,2,6,0,17258
89587,1,3,7,0,13733
89587,1,3,8,0,8350
89586,1,1,1,0,10083
89586,1,1,2,0,6517
89586,1,2,3,0,18800
89586,1,2,4,0,2497
89586,1,2,5,8000,16867
89586,1,2,6,0,11250
89586,1,3,7,0,7242
89586,1,3,8,0,7183
89582,1,1,1,0,10167
89582,1,1,2,0,6042
89582,1,2,3,0,13142
89582,1,2,4,0,8667
89582,1,2,5,0,6467
89582,1,2,6,0,6467
89582,1,3,7,0,12100
89582,1,3,8,0,5767
89581,1,1,1,0,23000
89581,1,1,2,0,11417
89581,1,2,3,0,20758
89581,1,2,4,0,15500
89581,1,2,5,0,4917
89581,1,2,6,0,5417
89581,1,3,7,0,27200
89581,1,3,8,0,15000
89583,1,1,1,0,37625
89583,1,1,2,0,26517
89583,1,2,3,0,22083
89583,1,2,4,0,16083
89583,1,2,5,0,21983
89583,1,2,6,0,17917
89583,1,3,7,0,18500
89583,1,3,8,0,3167
89580,1,1,1,0,17333
89580,1,1,2,0,18150
89580,1,2,3,0,17100
89580,1,2,4,0,8000
89580,1,2,5,0,17167
89580,1,2,6,0,7583
89580,1,3,7,0,17308
89580,1,3,8,0,13033
89589,1,1,1,0,17625
89589,1,1,2,0,9817
89589,1,2,3,0,9650
89589,1,2,4,0,1633
89589,1,2,5,0,2650
89589,1,2,6,0,3000
89589,1,3,7,0,3820
89589,1,3,8,0,1718
89584,1,1,1,0,18917
89584,1,1,2,0,11683
89584,1,2,3,0,17208
89584,1,2,4,0,11833
89584,1,2,5,0,7600
89584,1,2,6,0,14650
89584,1,3,7,0,4208
89584,1,3,8,0,2801
89575,1,1,1,0,12292
89575,1,1,2,11000,20858
89575,1,2,3,3600,13083
89575,1,2,4,0,7583
89575,1,2,5,15000,9000
89575,1,2,6,0,10600
89575,1,3,7,0,12972
89575,1,3,8,0,11292
89578,1,1,1,0,10808
89578,1,1,2,0,11727
89578,1,2,3,0,11000
89578,1,2,4,0,13562
89578,1,2,5,0,12212
89578,1,2,6,0,7205
89578,1,3,7,0,12050
89578,1,3,8,0,14283
89577,1,1,1,0,16167
89577,1,1,2,0,15558
89577,1,2,3,0,12007
89577,1,2,4,0,16908
89577,1,2,5,0,11108
89577,1,2,6,0,36333
89577,1,3,7,0,8367
89577,1,3,8,0,10608
89576,1,1,1,0,13157
89576,1,1,2,0,14258
89576,1,2,3,0,8815
89576,1,2,4,0,9583
89576,1,2,5,0,14322
89576,1,2,6,0,12122
89576,1,3,7,0,19558
89576,1,3,8,0,6525
89572,1,1,1,0,18083
89572,1,1,2,0,10673
89572,1,2,3,0,13667
89572,1,2,4,0,10400
89572,1,2,5,0,13379
89572,1,2,6,0,7467
89572,1,3,7,0,9000
89572,1,3,8,0,12517
89571,1,1,1,0,10948
89571,1,1,2,0,11967
89571,1,2,3,0,14057
89571,1,2,4,0,15023
89571,1,2,5,0,6283
89571,1,2,6,0,13367
89571,1,3,7,0,9575
89571,1,3,8,0,6310
89573,1,1,1,0,16042
89573,1,1,2,0,11342
89573,1,2,3,0,15942
89573,1,2,4,0,5858
89573,1,2,5,0,5292
89573,1,2,6,0,10458
89573,1,3,7,0,9167
89573,1,3,8,0,9767
89570,1,1,1,0,8417
89570,1,1,2,0,4500
89570,1,2,3,0,7075
89570,1,2,4,0,6333
89570,1,2,5,0,17375
89570,1,2,6,0,21417
89570,1,3,7,0,10542
89570,1,3,8,0,7833
89579,1,1,1,0,19325
89579,1,1,2,0,12625
89579,1,1,3,0,14125
89579,1,2,4,0,5000
89579,1,2,5,0,5625
89579,1,2,6,0,17383
89579,1,3,7,0,13367
89579,1,3,8,0,11133
89574,1,1,1,0,4417
89574,1,1,2,0,7825
89574,1,2,3,0,10083
89574,1,2,4,0,15583
89574,1,2,5,0,21750
89574,1,2,6,0,6667
89574,1,3,7,0,16417
89574,1,3,8,0,4500
89565,1,1,1,0,35667
89565,1,1,2,0,17917
89565,1,2,3,0,14625
89565,1,2,4,0,13604
89565,1,2,5,0,9417
89565,1,2,6,0,14500
89565,1,3,7,0,19458
89565,1,3,8,0,19000
89568,1,1,1,0,23933
89568,1,1,2,0,15733
89568,1,2,3,0,17667
89568,1,2,4,0,16792
89568,1,2,5,0,15608
89568,1,2,6,0,22433
89568,1,3,7,0,7117
89568,1,3,8,0,11483
89567,1,1,1,0,20900
89567,1,1,2,0,16917
89567,1,2,3,0,23333
89567,1,2,4,0,17333
89567,1,2,5,0,7083
89567,1,2,6,0,20917
89567,1,3,7,0,3750
89567,1,3,8,0,14983
89566,1,1,1,0,15175
89566,1,1,2,6240,21425
89566,1,2,3,474,13575
89566,1,2,4,0,13658
89566,1,2,5,0,13392
89566,1,2,6,0,15242
89566,1,3,7,0,10017
89566,1,3,8,0,6575
89562,1,1,1,0,28083
89562,1,1,2,0,38667
89562,1,2,3,0,20417
89562,1,2,4,0,20433
89562,1,2,5,0,20167
89562,1,2,6,0,13542
89562,1,3,7,0,9500
89562,1,3,8,0,9567
89561,1,1,1,0,11283
89561,1,1,2,0,11417
89561,1,2,3,0,14142
89561,1,2,4,0,8000
89561,1,2,5,0,9550
89561,1,2,6,0,9683
89561,1,3,7,0,11703
89561,1,3,8,0,9850
89563,1,1,1,0,7447
89563,1,1,2,0,8683
89563,1,2,3,0,10013
89563,1,2,4,0,8304
89563,1,2,5,0,8172
89563,1,2,6,0,10477
89563,1,3,7,0,8100
89563,1,3,8,0,12885
89560,1,1,1,0,13200
89560,1,1,2,0,13667
89560,1,2,3,0,12167
89560,1,2,4,0,12500
89560,1,2,5,0,8500
89560,1,2,6,0,8246
89560,1,3,7,0,6292
89560,1,3,8,0,5667
89569,1,1,1,0,12667
89569,1,2,2,0,18350
89569,1,2,3,0,7250
89569,1,2,4,0,13208
89569,1,2,5,0,10464
89569,1,2,6,0,18375
89569,1,3,7,0,19375
89569,1,3,8,0,17250
89564,1,2,1,0,7917
89564,1,2,2,0,5750
89564,1,2,3,0,15450
89564,1,2,4,0,11188
89564,1,2,5,0,4250
89564,1,3,6,0,8817
89564,1,3,7,0,5508
89564,1,3,8,0,7725
89525,1,1,1,0,22588
89525,1,2,2,0,14833
89525,1,2,3,0,8359
89525,1,2,4,0,8386
89525,1,2,5,0,8133
89525,1,2,6,0,3976
89525,1,3,7,0,17516
89525,1,3,8,0,4591
89528,1,1,1,0,24200
89528,1,1,2,0,6390
89528,1,2,3,0,12300
89528,1,2,4,0,2690
89528,1,2,5,0,7400
89528,1,2,6,0,3100
89528,1,3,7,0,3890
89528,1,3,8,0,7300
89527,1,1,1,0,10113
89527,1,1,2,0,16242
89527,1,1,3,0,20242
89527,1,2,4,0,8910
89527,1,2,5,0,5942
89527,1,2,6,0,24992
89527,1,3,7,0,11667
89527,1,3,8,0,7600
89526,1,1,1,0,9997
89526,1,1,2,0,7278
89526,1,2,3,0,9457
89526,1,2,4,0,7578
89526,1,2,5,0,3475
89526,1,2,6,0,7547
89526,1,3,7,0,2508
89526,1,3,8,0,1583
89522,1,1,1,0,14729
89522,1,2,2,0,6992
89522,1,2,3,0,2575
89522,1,2,4,0,5400
89522,1,3,5,0,9846
89522,1,3,6,0,1958
89522,1,3,7,0,7746
89522,1,3,8,0,12017
89521,1,1,1,0,13775
89521,1,2,2,0,8775
89521,1,2,3,0,15633
89521,1,3,4,0,26000
89521,1,3,5,0,14125
89521,1,3,6,0,14508
89521,1,3,7,0,7942
89521,1,3,8,0,11758
89523,1,1,1,0,30817
89523,1,1,2,0,17167
89523,1,2,3,0,13500
89523,1,2,4,14000,11958
89523,1,2,5,0,7208
89523,1,2,6,0,27000
89523,1,3,7,0,3583
89523,1,3,8,0,3083
89520,1,1,1,0,19467
89520,1,1,2,0,20000
89520,1,2,3,0,18083
89520,1,2,4,0,8833
89520,1,2,5,0,9833
89520,1,2,6,0,21583
89520,1,3,7,0,10167
89520,1,3,8,0,7500
89529,1,1,1,0,25858
89529,1,1,2,0,35909
89529,1,2,3,0,26701
89529,1,2,4,0,13796
89529,1,2,5,0,5953
89529,1,2,6,0,12988
89529,1,3,7,0,24020
89529,1,3,8,0,14159
89524,1,1,1,9000,25913
89524,1,1,2,0,15078
89524,1,2,3,4800,28468
89524,1,2,4,0,18111
89524,1,2,5,0,26626
89524,1,2,6,0,5715
89524,1,3,7,0,15083
89524,1,3,8,0,24480
89515,1,1,1,0,16242
89515,1,1,2,0,17108
89515,1,2,3,0,21750
89515,1,2,4,0,9475
89515,1,2,5,0,26083
89515,1,2,6,0,19942
89515,1,3,7,0,24617
89515,1,3,8,0,7575
89518,1,1,1,0,18108
89518,1,1,2,0,17167
89518,1,2,3,0,24000
89518,1,2,4,0,19533
89518,1,2,5,0,23650
89518,1,2,6,0,23008
89518,1,3,7,0,8375
89518,1,3,8,0,6858
89517,1,1,1,0,21300
89517,1,1,2,0,15758
89517,1,2,3,0,21183
89517,1,2,4,0,13758
89517,1,2,5,0,6100
89517,1,2,6,0,18525
89517,1,3,7,0,12183
89517,1,3,8,0,9467
89516,1,1,1,0,14017
89516,1,1,2,0,9733
89516,1,2,3,0,12068
89516,1,2,4,0,10392
89516,1,2,5,0,14217
89516,1,3,6,0,11817
89516,1,3,7,0,10800
89516,1,3,8,0,6383
89512,1,1,1,0,10950
89512,1,1,2,0,8875
89512,1,2,3,0,12675
89512,1,2,4,0,7942
89512,1,2,5,0,4100
89512,1,2,6,0,11275
89512,1,3,7,0,13208
89512,1,3,8,0,7917
89511,1,1,1,0,22583
89511,1,1,2,0,25500
89511,1,2,3,0,22750
89511,1,2,4,0,33250
89511,1,2,5,0,28083
89511,1,2,6,0,10583
89511,1,3,7,0,18167
89511,1,3,8,0,20917
89513,1,1,1,0,12604
89513,1,1,2,0,13042
89513,1,2,3,0,6533
89513,1,2,4,0,10500
89513,1,2,5,0,13417
89513,1,3,6,0,23583
89513,1,3,7,0,22900
89513,1,3,8,0,3133
89510,1,1,1,0,18560
89510,1,1,2,0,9100
89510,1,2,3,0,10200
89510,1,2,4,0,7850
89510,1,2,5,0,5340
89510,1,2,6,0,22300
89510,1,3,7,0,11000
89510,1,3,8,0,9300
89519,1,1,1,0,7100
89519,1,1,2,0,9501
89519,1,2,3,0,8300
89519,1,2,4,0,11000
89519,1,2,5,0,13500
89519,1,2,6,0,10100
89519,1,3,7,0,4831
89519,1,3,8,0,12300
89514,1,1,1,0,14596
89514,1,1,2,0,24613
89514,1,2,3,0,18979
89514,1,2,4,0,14293
89514,1,2,5,0,22981
89514,1,2,6,0,19349
89514,1,3,7,0,26594
89514,1,3,8,0,12546
89535,1,1,1,0,13492
89535,1,1,2,0,15163
89535,1,2,3,0,12425
89535,1,2,4,0,14642
89535,1,2,5,0,20365
89535,1,2,6,0,13183
89535,1,3,7,0,14950
89535,1,3,8,0,16108
89538,1,1,1,0,23925
89538,1,1,2,0,22008
89538,1,2,3,0,21117
89538,1,2,4,0,15892
89538,1,2,5,0,25200
89538,1,2,6,0,8708
89538,1,3,7,0,9900
89538,1,3,8,0,9308
89537,1,1,1,0,13188
89537,1,1,2,0,8623
89537,1,2,3,0,5993
89537,1,2,4,0,6522
89537,1,2,5,0,8773
89537,1,2,6,0,9694
89537,1,3,7,0,7500
89537,1,3,8,0,7247
89536,1,1,1,0,16282
89536,1,1,2,0,14755
89536,1,2,3,0,6475
89536,1,2,4,0,16042
89536,1,2,5,0,13067
89536,1,2,6,0,4873
89536,1,3,7,0,13202
89536,1,3,8,0,12577
89532,1,1,1,0,23050
89532,1,1,2,0,20542
89532,1,2,3,0,23379
89532,1,2,4,0,12240
89532,1,2,5,0,17440
89532,1,2,6,0,13030
89532,1,3,7,0,12937
89532,1,3,8,0,11747
89531,1,1,1,0,14842
89531,1,1,2,0,11650
89531,1,2,3,0,13208
89531,1,2,4,0,20275
89531,1,2,5,0,21667
89531,1,2,6,0,16583
89531,1,3,7,0,20337
89531,1,3,8,0,19218
