fsu_serial_no,sector,secon_stage_stratum,household_id,insurance_premium,usual_monthly_consumer_exp
87819,1,2,3,0,15433
87819,1,2,4,0,6433
87819,1,2,5,0,7858
87819,1,2,6,0,16033
87819,1,3,7,0,6117
87819,1,3,8,0,7517
87814,1,1,1,0,20850
87814,1,1,2,0,11750
87814,1,2,3,0,8208
87814,1,2,4,0,17533
87814,1,2,5,0,17717
87814,1,2,6,0,14150
87814,1,3,7,0,9142
87814,1,3,8,0,4442
87835,1,1,1,0,31192
87835,1,1,2,0,13233
87835,1,2,3,0,23275
87835,1,2,4,0,13825
87835,1,2,5,0,14925
87835,1,2,6,0,29223
87835,1,3,7,0,9108
87835,1,3,8,0,15633
87838,1,1,1,0,24575
87838,1,1,2,0,12242
87838,1,2,3,0,15258
87838,1,2,4,0,30692
87838,1,2,5,0,13675
87838,1,2,6,0,17658
87838,1,3,7,0,14550
87838,1,3,8,0,9750
87837,1,1,1,0,19017
87837,1,1,2,0,17533
87837,1,2,3,0,21533
87837,1,2,4,0,9842
87837,1,2,5,0,9033
87837,1,2,6,0,10867
87837,1,3,7,0,8075
87837,1,3,8,0,12817
87836,1,1,1,0,9917
87836,1,1,2,0,9267
87836,1,2,3,0,8333
87836,1,2,4,0,14250
87836,1,2,5,0,8750
87836,1,2,6,0,13750
87836,1,3,7,0,6167
87836,1,3,8,0,13633
87832,1,1,1,0,14708
87832,1,1,2,0,5583
87832,1,2,3,0,29617
87832,1,2,4,0,10445
87832,1,2,5,0,5623
87832,1,2,6,0,8017
87832,1,3,7,0,9448
87832,1,3,8,0,16075
87831,1,1,1,0,8750
87831,1,1,2,0,6525
87831,1,2,3,0,14250
87831,1,2,4,0,15467
87831,1,2,5,0,12500
87831,1,2,6,0,11333
87831,1,3,7,0,17417
87831,1,3,8,0,20183
87833,1,1,1,0,22917
87833,1,1,2,0,5917
87833,1,2,3,0,8983
87833,1,2,4,0,4717
87833,1,2,5,0,5108
87833,1,2,6,0,8283
87833,1,3,7,0,10933
87833,1,3,8,0,4550
87839,1,1,1,0,13420
87839,1,1,2,0,19617
87839,1,2,3,0,10892
87839,1,2,4,0,9658
87839,1,2,5,0,11113
87839,1,2,6,0,7200
87839,1,3,7,0,12517
87839,1,3,8,0,10242
87834,1,1,1,0,8117
87834,1,1,2,0,8717
87834,1,2,3,0,10433
87834,1,2,4,0,9883
87834,1,2,5,0,8500
87834,1,2,6,0,4133
87834,1,3,7,0,10600
87834,1,3,8,0,8117
87805,1,1,1,0,11850
87805,1,1,2,0,6033
87805,1,2,3,0,6917
87805,1,2,4,0,8117
87805,1,2,5,0,6433
87805,1,2,6,0,7458
87805,1,3,7,0,4933
87805,1,3,8,0,6650
87808,1,1,1,0,10858
87808,1,1,2,0,6458
87808,1,2,3,0,14833
87808,1,2,4,0,6058
87808,1,2,5,0,8458
87808,1,2,6,0,6500
87808,1,3,7,0,6500
87808,1,3,8,0,6533
87807,1,1,1,0,7600
87807,1,1,2,0,7050
87807,1,2,3,0,5750
87807,1,2,4,0,6183
87807,1,2,5,0,5717
87807,1,2,6,0,5500
87807,1,3,7,0,7500
87807,1,3,8,0,8017
87806,1,1,1,0,15708
87806,1,1,2,0,24392
87806,1,2,3,0,8592
87806,1,2,4,0,3267
87806,1,2,5,0,4942
87806,1,2,6,0,13465
87806,1,3,7,0,12717
87806,1,3,8,0,6717
87802,1,1,1,0,30583
87802,1,1,2,0,22067
87802,1,2,3,0,12450
87802,1,2,4,0,7875
87802,1,2,5,0,9717
87802,1,2,6,0,19417
87802,1,3,7,0,10783
87802,1,3,8,0,12658
87801,1,1,1,0,4304
87801,1,1,2,0,3355
87801,1,2,3,0,27183
87801,1,2,4,0,12283
87801,1,2,5,0,6504
87801,1,2,6,0,6592
87801,1,3,7,0,2917
87801,1,3,8,0,4058
87803,1,1,1,0,16900
87803,1,1,2,0,9950
87803,1,2,3,0,20867
87803,1,2,4,0,7117
87803,1,2,5,0,9925
87803,1,2,6,0,12358
87803,1,3,7,0,17308
87803,1,3,8,0,4825
87800,1,1,1,0,13833
87800,1,1,2,0,11500
87800,1,2,3,0,25750
87800,1,2,4,0,13583
87800,1,2,5,0,18000
87800,1,2,6,9600,46000
87800,1,3,7,0,18667
87800,1,3,8,0,10083
87809,1,1,1,0,16900
87809,1,1,2,0,9158
87809,1,1,3,0,11733
87809,1,2,4,0,11133
87809,1,2,5,0,6500
87809,1,2,6,0,4883
87809,1,3,7,0,10125
87809,1,3,8,0,7958
87804,1,1,1,0,8733
87804,1,1,2,0,8075
87804,1,2,3,0,18517
87804,1,2,4,0,9833
87804,1,2,5,0,3858
87804,1,2,6,0,5042
87804,1,3,7,0,3850
87804,1,3,8,0,5017
87895,1,1,1,0,13033
87895,1,1,2,0,7458
87895,1,2,3,0,17983
87895,1,2,4,0,8050
87895,1,2,5,0,10383
87895,1,2,6,0,20883
87895,1,3,7,0,10083
87895,1,3,8,0,7742
87898,1,1,1,0,6308
87898,1,1,2,0,9742
87898,1,2,3,0,8692
87898,1,2,4,0,8992
87898,1,2,5,0,11917
87898,1,2,6,0,7358
87898,1,3,7,0,11317
87898,1,3,8,0,9608
87897,1,1,1,0,26667
87897,1,1,2,0,7683
87897,1,2,3,0,8792
87897,1,2,4,0,7317
87897,1,2,5,12000,5133
87897,1,2,6,0,10733
87897,1,3,7,0,6333
87897,1,3,8,0,3783
87896,1,1,1,0,13150
87896,1,1,2,0,7483
87896,1,2,3,0,7350
87896,1,2,4,0,9733
87896,1,2,5,0,6683
87896,1,2,6,0,3300
87896,1,3,7,0,5417
87896,1,3,8,0,5483
87892,1,1,1,0,6417
87892,1,1,2,0,7133
87892,1,2,3,0,7375
87892,1,2,4,0,10017
87892,1,2,5,0,3517
87892,1,2,6,0,5733
87892,1,3,7,0,7033
87892,1,3,8,0,8350
87891,1,1,1,0,42833
87891,1,1,2,0,12633
87891,1,2,3,0,8583
87891,1,2,4,0,20000
87891,1,2,5,0,36500
87891,1,2,6,0,9750
87891,1,3,7,0,4500
87891,1,3,8,0,25300
87893,1,1,1,0,22908
87893,1,1,2,0,16917
87893,1,2,3,0,8858
87893,1,2,4,0,5917
87893,1,2,5,0,7358
87893,1,2,6,0,9942
87893,1,3,7,0,16025
87893,1,3,8,0,11025
87890,1,1,1,0,6992
87890,1,1,2,0,9125
87890,1,2,3,0,6658
87890,1,2,4,0,5083
87890,1,2,5,0,9542
87890,1,2,6,0,8533
87890,1,3,7,0,7100
87890,1,3,8,0,7850
87899,1,1,1,0,15900
87899,1,1,2,0,10750
87899,1,2,3,0,14917
87899,1,2,4,0,11375
87899,1,2,5,0,10750
87899,1,2,6,0,3708
87899,1,3,7,0,4708
87899,1,3,8,0,46500
87894,1,1,1,0,13775
87894,1,1,2,0,20558
87894,1,2,3,0,7263
87894,1,2,4,0,12950
87894,1,2,5,0,6717
87894,1,2,6,0,12188
87894,1,3,7,0,14800
87894,1,3,8,0,9683
87845,1,1,1,0,7917
87845,1,1,2,0,26750
87845,1,2,3,0,9725
87845,1,2,4,0,15950
87845,1,2,5,0,12000
87845,1,2,6,0,28583
87845,1,3,7,0,19717
87845,1,3,8,0,11083
87848,1,1,1,0,13121
87848,1,1,2,0,17508
87848,1,2,3,0,19575
87848,1,2,4,0,19708
87848,1,2,5,0,8529
87848,1,2,6,0,16421
87848,1,3,7,0,22433
87848,1,3,8,0,13150
87847,1,1,1,0,14158
87847,1,1,2,0,13802
87847,1,2,3,0,20972
87847,1,2,4,0,17642
87847,1,2,5,0,30300
87847,1,2,6,0,15179
87847,1,3,7,0,7721
87847,1,3,8,0,7375
87846,1,1,1,0,7357
87846,1,1,2,0,5558
87846,1,2,3,0,8425
87846,1,2,4,0,10492
87846,1,2,5,0,11225
87846,1,2,6,0,5858
87846,1,3,7,0,12533
87846,1,3,8,0,7192
87842,1,1,1,0,24310
87842,1,1,2,0,25525
87842,1,2,3,0,20467
87842,1,2,4,0,15568
87842,1,2,5,0,26825
87842,1,2,6,0,21725
87842,1,3,7,0,12350
87842,1,3,8,0,13455
87841,1,1,1,0,7350
87841,1,1,2,0,10800
87841,1,1,3,0,8108
87841,1,2,4,0,10833
87841,1,2,5,0,11475
87841,1,2,6,0,8825
87841,1,3,7,0,10222
87841,1,3,8,0,8233
87843,1,1,1,0,25100
87843,1,1,2,0,4483
87843,1,2,3,0,21100
87843,1,2,4,0,10642
87843,1,2,5,0,13413
87843,1,2,6,0,3667
87843,1,3,7,0,17527
87843,1,3,8,0,1808
87840,1,1,1,0,12005
87840,1,1,2,0,16808
87840,1,2,3,0,13630
87840,1,2,4,0,11858
87840,1,2,5,0,12400
87840,1,2,6,0,16750
87840,1,3,7,0,12080
87840,1,3,8,0,13058
87844,1,1,1,0,14667
87844,1,1,2,0,7583
87844,1,2,3,0,8917
87844,1,2,4,0,7083
87844,1,2,5,0,7500
87844,1,2,6,0,8983
87844,1,3,7,0,17750
87844,1,3,8,0,8225
87755,1,1,1,0,11950
87755,1,1,2,0,7242
87755,1,2,3,0,10350
87755,1,2,4,0,3883
87755,1,2,5,0,6283
87755,1,2,6,0,7067
87755,1,3,7,0,7433
87755,1,3,8,0,6717
87758,1,1,1,0,11633
87758,1,1,2,0,7483
87758,1,2,3,0,6475
87758,1,2,4,0,11550
87758,1,2,5,0,7400
87758,1,2,6,0,3733
87758,1,3,7,0,11383
87758,1,3,8,0,7417
87757,1,1,1,0,9275
87757,1,1,2,0,8983
87757,1,1,3,0,10917
87757,1,1,4,0,11617
87757,1,1,5,0,7408
87757,1,2,6,0,8542
87757,1,3,7,0,7692
87757,1,3,8,0,9233
87756,1,1,1,0,11446
87756,1,1,2,0,14675
87756,1,2,3,0,11458
87756,1,2,4,0,11850
87756,1,2,5,0,28283
87756,1,2,6,0,8253
87756,1,3,7,0,7958
87756,1,3,8,0,7650
87752,1,1,1,0,9500
87752,1,1,2,0,14242
87752,1,2,3,0,12617
87752,1,2,4,0,14800
87752,1,2,5,0,9342
87752,1,2,6,0,10133
87752,1,3,7,0,6292
87752,1,3,8,0,7375
87751,1,1,1,0,10758
87751,1,1,2,0,19888
87751,1,2,3,0,10950
87751,1,2,4,0,15175
87751,1,2,5,0,9650
87751,1,2,6,0,11850
87751,1,3,7,0,17808
87751,1,3,8,0,12042
87753,1,1,1,0,14450
87753,1,1,2,0,15117
87753,1,2,3,0,9958
87753,1,2,4,0,9100
87753,1,2,5,0,5492
87753,1,2,6,0,4325
87753,1,3,7,0,10117
87753,1,3,8,0,3225
87750,1,1,1,0,12883
87750,1,1,2,0,3908
87750,1,2,3,0,4883
87750,1,3,4,0,9017
87750,1,3,5,0,5933
87750,1,3,6,0,4933
87750,1,3,7,0,19150
87750,1,3,8,0,2663
87759,1,1,1,0,7900
87759,1,1,2,0,9517
87759,1,2,3,0,13358
87759,1,2,4,0,27625
87759,1,2,5,0,7992
87759,1,2,6,0,29733
87759,1,3,7,0,15583
87759,1,3,8,0,10271
87754,1,1,1,0,14901
87754,1,1,2,0,15333
87754,1,2,3,0,13701
87754,1,2,4,0,31013
87754,1,2,5,0,10301
87754,1,2,6,0,16328
87754,1,3,7,0,4894
87754,1,3,8,0,11842
87785,1,1,1,0,11117
87785,1,1,2,0,17583
87785,1,2,3,0,5833
87785,1,2,4,0,25283
87785,1,2,5,0,15033
87785,1,2,6,0,3008
87785,1,3,7,0,11000
87785,1,3,8,0,15625
87788,1,1,1,0,11526
87788,1,1,2,0,8747
87788,1,2,3,0,35573
87788,1,2,4,0,16601
87788,1,2,5,0,11440
87788,1,2,6,0,10125
87788,1,3,7,0,36217
87788,1,3,8,0,8154
87787,1,1,1,0,25792
87787,1,1,2,0,25808
87787,1,2,3,0,26658
87787,1,2,4,0,14258
87787,1,2,5,0,40467
87787,1,2,6,0,15167
87787,1,3,7,0,31660
87787,1,3,8,0,5817
87786,1,1,1,0,22567
87786,1,1,2,0,13275
87786,1,2,3,0,17108
87786,1,2,4,0,11242
87786,1,2,5,0,13938
87786,1,2,6,0,19737
87786,1,3,7,0,12500
87786,1,3,8,0,11283
87782,1,1,1,0,11617
87782,1,1,2,0,18802
87782,1,2,3,0,12458
87782,1,2,4,0,3517
87782,1,2,5,0,7877
87782,1,2,6,0,10600
87782,1,3,7,0,16438
87782,1,3,8,0,7392
87781,1,1,1,0,17150
87781,1,1,2,0,4858
87781,1,2,3,0,21767
87781,1,2,4,0,10225
87781,1,2,5,0,8933
87781,1,2,6,0,3972
87781,1,3,7,0,8350
87781,1,3,8,0,36150
87783,1,1,1,0,15567
87783,1,1,2,0,11733
87783,1,2,3,0,9817
87783,1,2,4,0,15733
87783,1,2,5,0,10150
87783,1,2,6,0,3917
87783,1,3,7,0,7658
87783,1,3,8,0,6125
87780,1,1,1,0,8710
87780,1,1,2,0,7617
87780,1,1,3,0,12788
87780,1,2,4,0,10317
87780,1,2,5,0,14175
87780,1,2,6,0,6700
87780,1,3,7,0,14575
87780,1,3,8,0,11667
87789,1,1,1,0,16900
87789,1,1,2,0,8025
87789,1,2,3,0,21583
87789,1,2,4,0,9225
87789,1,2,5,0,9733
87789,1,2,6,0,6575
87789,1,3,7,0,19308
87789,1,3,8,0,14992
87784,1,1,1,0,13733
87784,1,2,2,0,10453
87784,1,2,3,0,5259
87784,1,2,4,0,7003
87784,1,3,5,0,14470
87784,1,3,6,0,12006
87784,1,3,7,0,10288
87784,1,3,8,0,14223
87775,1,1,1,0,10375
87775,1,1,2,0,19317
87775,1,2,3,0,19492
87775,1,2,4,0,24500
87775,1,2,5,0,17883
87775,1,2,6,0,12358
87775,1,3,7,0,14000
87775,1,3,8,0,16125
87778,1,3,1,0,13198
87777,1,1,1,0,20125
87777,1,1,2,0,13667
87777,1,2,3,0,11783
87777,1,2,4,0,14650
87777,1,2,5,0,15250
87777,1,2,6,0,10275
87777,1,3,7,0,13013
87777,1,3,8,0,10604
87776,1,1,1,0,8917
87776,1,2,2,0,5500
87776,1,2,3,0,5133
87776,1,2,4,0,2275
87776,1,2,5,0,5708
87776,1,3,6,0,6000
87776,1,3,7,0,1942
87776,1,3,8,0,10267
87772,1,1,1,0,4046
87772,1,1,2,0,6500
87772,1,2,3,0,6263
87772,1,2,4,0,6063
87772,1,2,5,0,6708
87772,1,2,6,0,8938
87772,1,3,7,0,4708
87772,1,3,8,0,3921
87771,1,1,1,0,23317
87771,1,1,2,0,15442
87771,1,2,3,0,18100
87771,1,2,4,0,13758
87771,1,2,5,0,12878
87771,1,2,6,0,6625
87771,1,3,7,0,11792
87771,1,3,8,0,28917
87773,1,1,1,0,16693
87773,1,1,2,0,17508
87773,1,2,3,0,27417
87773,1,2,4,0,22042
87773,1,2,5,0,14683
87773,1,2,6,0,26625
87773,1,3,7,0,10138
87773,1,3,8,0,16500
87770,1,1,1,0,16800
87770,1,1,2,0,14733
87770,1,2,3,0,13492
87770,1,2,4,0,9075
87770,1,2,5,0,25067
87770,1,2,6,0,18075
87770,1,3,7,0,12117
87770,1,3,8,0,12975
87779,1,1,1,0,19350
87779,1,1,2,0,28850
87779,1,2,3,0,23300
87779,1,2,4,0,20550
87779,1,2,5,0,16750
87779,1,2,6,0,7950
87779,1,3,7,0,20450
87779,1,3,8,0,16550
87774,1,1,1,0,23475
87774,1,1,2,0,16700
87774,1,2,3,0,16300
87774,1,2,4,0,7813
87774,1,2,5,0,8013
87774,1,2,6,0,7238
87774,1,3,7,0,15217
87774,1,3,8,0,8142
87765,1,1,1,0,32450
87765,1,1,2,0,24608
87765,1,2,3,0,22433
87765,1,2,4,0,12483
87765,1,2,5,0,30667
87765,1,2,6,0,7667
87765,1,3,7,0,16833
87765,1,3,8,0,16083
87767,1,1,1,0,6525
87767,1,1,2,0,6892
87767,1,1,3,0,5538
87767,1,1,4,0,5333
87767,1,2,5,0,4304
87767,1,2,6,0,3992
87767,1,3,7,0,5248
87767,1,3,8,0,4796
87766,1,1,1,0,10958
87766,1,1,2,0,12042
87766,1,1,3,0,14433
87766,1,2,4,0,7183
87766,1,2,5,0,13292
87766,1,2,6,0,14925
87766,1,3,7,0,14833
87766,1,3,8,0,13250
87762,1,1,1,0,16002
87762,1,1,2,0,12042
87762,1,2,3,0,15217
87762,1,2,4,0,5050
87762,1,2,5,1000,16738
87762,1,2,6,0,12417
87762,1,3,7,0,10428
87762,1,3,8,0,7413
87761,1,1,1,0,15292
87761,1,1,2,0,11050
87761,1,2,3,0,22433
87761,1,2,4,0,5867
87761,1,2,5,0,16267
87761,1,2,6,0,23150
87761,1,3,7,0,13142
87761,1,3,8,0,18083
87763,1,1,1,0,18992
87763,1,1,2,0,15350
87763,1,2,3,0,25800
87763,1,2,4,0,17567
87763,1,2,5,0,22625
87763,1,2,6,0,12083
87763,1,3,7,0,14225
87763,1,3,8,0,12175
87760,1,1,1,0,37900
87760,1,1,2,0,17850
87760,1,2,3,0,41300
87760,1,2,4,0,33700
87760,1,2,5,0,16400
87760,1,2,6,0,24400
87760,1,3,7,0,49200
87760,1,3,8,0,18500
87769,1,1,1,0,18425
87769,1,1,2,0,12258
87769,1,2,3,0,14542
87769,1,2,4,0,8533
87769,1,2,5,0,10500
87769,1,2,6,0,14617
87769,1,3,7,0,13675
87769,1,3,8,0,8883
87764,1,1,1,0,19108
87764,1,1,2,0,29242
87764,1,2,3,0,31625
87764,1,2,4,0,18800
87764,1,2,5,0,6667
87764,1,2,6,0,22483
87764,1,3,7,0,15467
87764,1,3,8,0,14483
87725,1,1,1,0,26875
87725,1,1,2,0,19917
87725,1,2,3,0,15383
87725,1,2,4,0,15608
87725,1,2,5,0,15333
87725,1,2,6,0,4696
87725,1,3,7,0,17167
87725,1,3,8,0,14758
87728,1,1,1,0,13704
87728,1,1,2,0,29542
87728,1,2,3,0,7579
87728,1,2,4,0,5854
87728,1,2,5,0,12463
87728,1,2,6,0,5250
87728,1,3,7,0,8950
87728,1,3,8,0,10525
87727,1,1,1,0,6772
87727,1,1,2,0,18911
87727,1,2,3,0,16607
87727,1,2,4,0,17389
87727,1,2,5,0,11464
87727,1,2,6,0,8580
87727,1,3,7,0,7958
87727,1,3,8,0,4377
87726,1,1,1,0,28201
87726,1,1,2,0,8513
87726,1,2,3,0,11413
87726,1,2,4,0,7532
87726,1,2,5,0,9348
87726,1,2,6,0,13547
87726,1,3,7,0,9151
87726,1,3,8,0,9683
87722,1,1,1,0,19633
87722,1,1,2,0,9658
87722,1,2,3,0,18104
87722,1,2,4,0,12227
87722,1,2,5,0,13094
87722,1,2,6,0,16735
87722,1,3,7,0,10354
87722,1,3,8,0,12400
87721,1,1,1,0,11325
87721,1,1,2,0,9658
87721,1,2,3,0,12833
87721,1,2,4,0,7117
87721,1,2,5,0,7792
87721,1,2,6,0,6100
87721,1,3,7,0,12767
87721,1,3,8,0,7717
87723,1,1,1,0,17233
87723,1,1,2,0,8874
87723,1,2,3,0,7906
87723,1,2,4,0,3940
87723,1,2,5,0,8418
87723,1,2,6,0,15037
87723,1,3,7,0,16703
87723,1,3,8,0,8840
87720,1,1,1,0,20847
87720,1,1,2,0,16692
87720,1,2,3,0,17033
87720,1,2,4,0,21125
87720,1,2,5,0,23528
87720,1,2,6,0,18533
87720,1,3,7,0,21596
87720,1,3,8,0,15840
87729,1,2,1,0,8750
87729,1,2,2,0,10083
87729,1,2,3,0,7167
87729,1,2,4,0,7242
87729,1,2,5,0,8125
87729,1,3,6,0,6292
87729,1,3,7,0,12125
87729,1,3,8,0,4667
87724,1,1,1,0,21467
87724,1,1,2,0,8575
87724,1,2,3,0,11342
87724,1,2,4,0,16267
87724,1,2,5,0,15783
87724,1,2,6,0,14875
87724,1,3,7,0,14667
87724,1,3,8,0,15883
87715,1,1,1,0,19983
87715,1,1,2,0,26017
87715,1,2,3,0,21342
87715,1,2,4,0,17092
87715,1,2,5,0,17017
87715,1,2,6,0,16908
87715,1,3,7,0,16967
87715,1,3,8,0,15675
87718,1,1,1,0,16667
87718,1,1,2,0,23917
87718,1,1,3,0,12542
87718,1,2,4,0,20008
87718,1,2,5,0,16833
87718,1,2,6,0,15125
87718,1,3,7,0,17708
87718,1,3,8,0,23375
87717,1,1,1,0,12708
87717,1,1,2,0,16167
87717,1,1,3,0,19292
87717,1,1,4,0,14625
87717,1,2,5,0,11375
87717,1,2,6,0,23042
87717,1,3,7,0,15625
87717,1,3,8,0,17792
87716,1,1,1,0,17950
87716,1,1,2,0,14675
87716,1,2,3,0,20133
87716,1,2,4,0,15492
87716,1,2,5,0,16408
87716,1,2,6,0,13350
87716,1,3,7,0,19033
87716,1,3,8,0,19650
87712,1,1,1,0,10742
87712,1,1,2,0,8275
87712,1,2,3,0,13708
87712,1,2,4,0,12283
87712,1,2,5,0,11358
87712,1,2,6,0,16338
87712,1,3,7,15500,19050
87712,1,3,8,0,7925
87711,1,1,1,0,14550
87711,1,1,2,0,9692
87711,1,2,3,0,18667
87711,1,2,4,0,8875
87711,1,2,5,0,11092
87711,1,2,6,0,12892
87711,1,3,7,0,9725
87711,1,3,8,0,10242
87713,1,1,1,0,23917
87713,1,1,2,0,13067
87713,1,2,3,0,16017
87713,1,2,4,0,15192
87713,1,2,5,0,14883
87713,1,2,6,0,9767
87713,1,3,7,0,11158
87713,1,3,8,0,8708
87710,1,1,1,0,16867
87710,1,2,2,0,13450
87710,1,2,3,0,20897
87710,1,2,4,0,18658
87710,1,2,5,0,4508
87710,1,2,6,0,16992
87710,1,3,7,0,17347
87710,1,3,8,12000,10017
87719,1,1,1,0,8217
87719,1,1,2,0,9475
87719,1,1,3,0,9717
87719,1,1,4,0,15867
87719,1,1,5,0,10742
87719,1,2,6,0,7042
87719,1,3,7,0,13567
87719,1,3,8,0,8533
87714,1,1,1,0,13350
87714,1,1,2,0,12758
87714,1,1,3,0,8602
87714,1,2,4,0,14325
87714,1,2,5,0,10617
87714,1,2,6,0,18550
87714,1,3,7,0,10542
87714,1,3,8,0,11121
87735,1,1,1,0,14517
87735,1,1,2,0,13067
87735,1,2,3,0,15017
87735,1,2,4,0,11817
87735,1,2,5,0,16050
87735,1,2,6,0,16192
87735,1,3,7,0,15708
87735,1,3,8,0,7025
87738,1,2,1,0,13000
87738,1,2,2,0,11333
87738,1,2,3,0,12250
87738,1,2,4,0,15125
87738,1,3,5,0,15083
87738,1,3,6,0,10833
87738,1,3,7,0,6767
87738,1,3,8,0,13458
87737,1,1,1,0,10700
87737,1,1,2,0,6442
87737,1,2,3,0,10867
87737,1,2,4,0,11325
87737,1,2,5,0,9150
87737,1,2,6,0,11983
87737,1,3,7,0,11925
87737,1,3,8,0,15342
87736,1,1,1,0,9183
87736,1,1,2,0,12725
87736,1,1,3,0,17983
87736,1,2,4,0,11258
87736,1,2,5,0,14808
87736,1,2,6,0,16450
87736,1,3,7,0,16083
87736,1,3,8,0,14950
87732,1,1,1,0,16891
87732,1,1,2,0,10575
87732,1,2,3,0,19608
87732,1,2,4,0,13858
87732,1,2,5,0,14992
87732,1,2,6,0,17475
87732,1,3,7,0,19133
87732,1,3,8,0,15076
87731,1,1,1,0,21917
87731,1,1,2,0,23833
87731,1,1,3,0,14167
87731,1,1,4,0,14750
87731,1,1,5,0,14667
87731,1,2,6,0,18067
87731,1,3,7,0,11000
87731,1,3,8,0,15875
87733,1,1,1,0,15825
87733,1,1,2,0,8692
87733,1,2,3,0,13550
87733,1,2,4,0,10000
87733,1,2,5,0,7188
87733,1,2,6,0,5696
87733,1,3,7,0,16642
87733,1,3,8,0,6300
87730,1,1,1,0,17250
87730,1,1,2,0,10417
87730,1,2,3,0,10542
87730,1,2,4,0,6142
87730,1,2,5,0,7100
87730,1,2,6,0,10550
87730,1,3,7,0,5383
87730,1,3,8,0,9283
87739,1,1,1,0,15633
87739,1,1,2,0,6269
87739,1,2,3,0,5504
87739,1,2,4,0,13678
87739,1,2,5,0,10687
87739,1,2,6,0,10778
87739,1,3,7,0,15087
87739,1,3,8,0,6642
87734,1,1,1,0,10467
87734,1,1,2,0,15992
87734,1,2,3,0,13350
87734,1,2,4,0,11633
87734,1,2,5,0,7292
87734,1,2,6,0,18742
87734,1,3,7,0,11750
87734,1,3,8,0,14213
87705,1,1,1,0,35883
87705,1,1,2,0,15350
87705,1,2,3,0,25567
87705,1,2,4,0,9680
87705,1,2,5,0,25300
87705,1,2,6,0,17097
87705,1,3,7,0,19347
87705,1,3,8,0,11650
87708,1,1,1,0,6808
87708,1,1,2,0,12108
87708,1,2,3,0,4025
87708,1,2,4,0,7100
87708,1,2,5,0,5742
87708,1,2,6,0,9450
87708,1,3,7,0,9000
87708,1,3,8,0,13517
87707,1,1,1,0,13692
87707,1,1,2,0,6038
87707,1,2,3,0,5954
87707,1,2,4,0,6242
87707,1,2,5,0,8804
87707,1,2,6,0,5792
87707,1,3,7,0,7213
87707,1,3,8,0,4396
87706,1,1,1,0,10642
87706,1,1,2,0,7383
87706,1,2,3,0,13888
87706,1,2,4,0,10058
87706,1,2,5,0,11167
87706,1,2,6,0,4313
87706,1,3,7,0,8417
87706,1,3,8,0,9429
87702,1,1,1,0,9375
87702,1,1,2,0,9150
87702,1,2,3,0,8025
87702,1,2,4,0,10400
87702,1,2,5,0,11108
87702,1,2,6,0,11767
87702,1,3,7,0,9400
87702,1,3,8,0,10042
87701,1,1,1,0,13537
87701,1,1,2,0,8540
87701,1,2,3,0,11033
87701,1,2,4,0,12778
87701,1,2,5,0,6989
87701,1,2,6,0,8467
87701,1,3,7,0,3413
87701,1,3,8,0,10471
87703,1,1,1,0,13100
87703,1,1,2,0,13842
87703,1,2,3,0,7842
87703,1,2,4,0,14175
87703,1,2,5,0,17258
87703,1,2,6,0,13592
87703,1,3,7,0,9600
87703,1,3,8,0,8092
87700,1,1,1,0,5183
87700,1,1,2,0,27267
87700,1,2,3,0,6142
87700,1,2,4,0,17750
87700,1,2,5,0,11600
87700,1,2,6,0,13408
87700,1,3,7,0,12435
87700,1,3,8,0,15867
87709,1,1,1,0,7142
87709,1,1,2,0,6067
87709,1,2,3,0,7313
87709,1,2,4,0,7550
87709,1,2,5,0,6075
87709,1,2,6,0,6233
87709,1,3,7,0,3946
87709,1,3,8,0,5692
87704,1,1,1,0,8342
87704,1,1,2,0,5558
87704,1,2,3,0,10225
87704,1,2,4,0,9346
87704,1,2,5,0,8313
87704,1,2,6,0,5663
87704,1,3,7,0,6308
87704,1,3,8,0,11471
87795,1,1,1,0,14550
87795,1,1,2,0,12792
87795,1,1,3,0,12350
87795,1,2,4,0,16083
87795,1,2,5,0,15808
87795,1,2,6,0,16633
87795,1,3,7,0,14967
87795,1,3,8,0,18100
87798,1,1,1,0,30933
87798,1,2,2,0,17933
87798,1,2,3,0,14567
87798,1,2,4,0,11767
87798,1,2,5,0,12275
87798,1,2,6,0,12467
87798,1,3,7,0,12683
87798,1,3,8,0,10258
87797,1,1,1,0,10883
87797,1,1,2,0,12575
87797,1,2,3,0,14075
87797,1,2,4,0,10646
87797,1,2,5,0,19933
87797,1,2,6,0,8233
87797,1,3,7,0,12117
87797,1,3,8,0,6979
87796,1,1,1,0,7492
87796,1,1,2,0,6883
87796,1,2,3,0,10492
87796,1,2,4,0,7008
87796,1,2,5,0,5742
87796,1,2,6,0,11717
87796,1,3,7,0,6825
87796,1,3,8,0,12425
87792,1,1,1,0,10333
87792,1,1,2,0,9542
87792,1,2,3,0,12225
87792,1,2,4,0,12167
87792,1,2,5,0,9957
87792,1,2,6,0,10667
87792,1,3,7,0,9000
87792,1,3,8,0,8913
87791,1,1,1,0,12353
87791,1,1,2,0,10046
87791,1,2,3,0,9624
87791,1,2,4,0,10632
87791,1,2,5,0,6874
87791,1,2,6,0,8166
87791,1,3,7,0,9871
87791,1,3,8,0,9403
87793,1,1,1,0,5708
87793,1,1,2,0,14950
87793,1,2,3,0,17683
87793,1,2,4,0,13883
87793,1,2,5,0,13458
